"date_id","이전블록이름","블록이름","호출수"
"2021-05-01","","학식","11"
"2021-05-01","도움말","학식","9"
"2021-05-01","","도움말","7"
"2021-05-01","","학식","5"
"2021-05-01","","셔틀","3"
"2021-05-01","","폴백 블록","3"
"2021-05-01","폴백 블록","학식","3"
"2021-05-01","","웰컴 블록","2"
"2021-05-01","","도움말","2"
"2021-05-01","학식","도움말","2"
"2021-05-01","피드백 관리","피드백 관리","2"
"2021-05-01","학식","셔틀","2"
"2021-05-02","","학식","7"
"2021-05-02","도움말","학식","6"
"2021-05-02","","도움말","3"
"2021-05-03","","학식","143"
"2021-05-03","도움말","학식","53"
"2021-05-03","","도움말","46"
"2021-05-03","","학식","21"
"2021-05-03","","도움말","8"
"2021-05-03","폴백 블록","학식","8"
"2021-05-03","","웰컴 블록","7"
"2021-05-03","","폴백 블록","5"
"2021-05-03","학식","폴백 블록","5"
"2021-05-03","학식","학식","5"
"2021-05-03","학식","날씨","4"
"2021-05-03","웰컴 블록","학식","4"
"2021-05-03","","셔틀","2"
"2021-05-03","","셔틀","2"
"2021-05-03","폴백 블록","폴백 블록","2"
"2021-05-03","웰컴 블록","셔틀","2"
"2021-05-04","","학식","142"
"2021-05-04","도움말","학식","59"
"2021-05-04","","도움말","41"
"2021-05-04","","학식","17"
"2021-05-04","학식","도움말","10"
"2021-05-04","","도움말","10"
"2021-05-04","학식","학식","8"
"2021-05-04","","웰컴 블록","7"
"2021-05-04","웰컴 블록","학식","6"
"2021-05-04","","셔틀","4"
"2021-05-04","","폴백 블록","3"
"2021-05-04","폴백 블록","학식","3"
"2021-05-04","도움말","코로나 확진자 수","2"
"2021-05-04","학식","셔틀","2"
"2021-05-04","","도움말","2"
"2021-05-04","도움말","셔틀","2"
"2021-05-04","도움말","날씨","2"
"2021-05-05","","학식","64"
"2021-05-05","도움말","학식","37"
"2021-05-05","","도움말","22"
"2021-05-05","","학식","19"
"2021-05-05","학식","학식","15"
"2021-05-05","","도움말","13"
"2021-05-05","학식","도움말","8"
"2021-05-05","도움말","날씨","4"
"2021-05-05","","웰컴 블록","3"
"2021-05-05","","폴백 블록","3"
"2021-05-05","웰컴 블록","학식","3"
"2021-05-05","폴백 블록","학식","2"
"2021-05-05","","셔틀","2"
"2021-05-05","날씨","학식","2"
"2021-05-06","","학식","133"
"2021-05-06","도움말","학식","51"
"2021-05-06","","도움말","41"
"2021-05-06","","학식","10"
"2021-05-06","학식","도움말","8"
"2021-05-06","웰컴 블록","학식","7"
"2021-05-06","","웰컴 블록","7"
"2021-05-06","","도움말","7"
"2021-05-06","학식","학식","6"
"2021-05-06","","셔틀","5"
"2021-05-06","","폴백 블록","5"
"2021-05-06","폴백 블록","학식","4"
"2021-05-06","폴백 블록","폴백 블록","4"
"2021-05-06","도움말","셔틀","4"
"2021-05-06","학식","폴백 블록","2"
"2021-05-07","","학식","98"
"2021-05-07","도움말","학식","29"
"2021-05-07","","도움말","28"
"2021-05-07","","셔틀","6"
"2021-05-07","학식","도움말","4"
"2021-05-07","학식","학식","4"
"2021-05-07","피드백","피드백","4"
"2021-05-07","도움말","피드백","3"
"2021-05-07","","도움말","2"
"2021-05-07","날씨","학식","2"
"2021-05-07","","폴백 블록","2"
"2021-05-07","폴백 블록","학식","2"
"2021-05-07","","웰컴 블록","2"
"2021-05-07","학식","셔틀","2"
"2021-05-07","","폴백 블록","2"
"2021-05-07","","날씨","2"
"2021-05-08","","학식","9"
"2021-05-08","","셔틀","5"
"2021-05-08","","도움말","4"
"2021-05-08","도움말","학식","2"
"2021-05-08","도움말","셔틀","2"
"2021-05-09","","도움말","10"
"2021-05-09","도움말","학식","4"
"2021-05-09","","학식","4"
"2021-05-09","학식","학식","3"
"2021-05-09","도움말","셔틀","3"
"2021-05-09","학식","폴백 블록","2"
"2021-05-09","","셔틀","2"
"2021-05-09","폴백 블록","도움말","2"
"2021-05-10","","학식","128"
"2021-05-10","도움말","학식","50"
"2021-05-10","","도움말","43"
"2021-05-10","","학식","10"
"2021-05-10","폴백 블록","학식","6"
"2021-05-10","학식","학식","6"
"2021-05-10","학식","도움말","6"
"2021-05-10","","도움말","6"
"2021-05-10","코로나 확진자 수","학식","5"
"2021-05-10","","셔틀","5"
"2021-05-10","","폴백 블록","4"
"2021-05-10","","셔틀","3"
"2021-05-10","","웰컴 블록","3"
"2021-05-10","도움말","날씨","3"
"2021-05-10","피드백 관리","피드백 관리","2"
"2021-05-10","웰컴 블록","학식","2"
"2021-05-10","날씨","추천","2"
"2021-05-10","폴백 블록","폴백 블록","2"
"2021-05-10","도움말","추천","2"
"2021-05-10","피드백","피드백","2"
"2021-05-10","도움말","셔틀","2"
"2021-05-10","학식","코로나 확진자 수","2"
"2021-05-10","","폴백 블록","2"
"2021-05-11","","학식","172"
"2021-05-11","도움말","학식","68"
"2021-05-11","","도움말","51"
"2021-05-11","학식","학식","26"
"2021-05-11","학식","도움말","23"
"2021-05-11","","학식","17"
"2021-05-11","","폴백 블록","10"
"2021-05-11","폴백 블록","폴백 블록","9"
"2021-05-11","폴백 블록","학식","9"
"2021-05-11","","도움말","7"
"2021-05-11","","웰컴 블록","7"
"2021-05-11","웰컴 블록","학식","5"
"2021-05-11","도움말","셔틀","4"
"2021-05-11","","셔틀","4"
"2021-05-11","식당 확인","식단 등록-중식","3"
"2021-05-11","식단 등록-석식","식단 등록-석식","3"
"2021-05-11","날짜 입력","날짜 입력","3"
"2021-05-11","식단 등록-중식","식단 등록-석식","3"
"2021-05-11","도움말","날씨","3"
"2021-05-11","식단 등록-석식","날짜 입력","3"
"2021-05-11","학식","폴백 블록","3"
"2021-05-11","식단 등록-중식","식단 등록-중식","3"
"2021-05-11","식당 확인","식당 확인","3"
"2021-05-11","학식","날씨","2"
"2021-05-11","폴백 블록","도움말","2"
"2021-05-11","학식","식당 확인","2"
"2021-05-11","","셔틀","2"
"2021-05-11","날짜 입력","학식","2"
"2021-05-11","","학식","2"
"2021-05-11","날씨","셔틀","2"
"2021-05-11","도움말","시설","2"
"2021-05-12","","학식","166"
"2021-05-12","도움말","학식","48"
"2021-05-12","","도움말","40"
"2021-05-12","학식","도움말","15"
"2021-05-12","","학식","14"
"2021-05-12","폴백 블록","학식","12"
"2021-05-12","","웰컴 블록","7"
"2021-05-12","웰컴 블록","학식","6"
"2021-05-12","","폴백 블록","6"
"2021-05-12","학식","학식","5"
"2021-05-12","","셔틀","5"
"2021-05-12","학식","폴백 블록","5"
"2021-05-12","폴백 블록","폴백 블록","5"
"2021-05-12","도움말","날씨","3"
"2021-05-12","도움말","셔틀","3"
"2021-05-12","도움말","교내공지","2"
"2021-05-12","식당 확인","식단 등록-중식","2"
"2021-05-12","식단 등록-중식","식단 등록-중식","2"
"2021-05-12","추천","막차","2"
"2021-05-12","날짜 입력","날짜 입력","2"
"2021-05-12","식단 등록-석식","식단 등록-석식","2"
"2021-05-12","식단 등록-석식","날짜 입력","2"
