date_id,블록이름,호출수
2021-07-05,날씨,7
2021-07-05,도움말,25
2021-07-05,번호,2
2021-07-05,셔틀,4
2021-07-05,테스트 블럭,15
2021-07-05,폴백 블록,4
2021-07-05,피드백 관리,3
2021-07-05,학식,110
2021-07-06,도움말,24
2021-07-06,막차,2
2021-07-06,웰컴 블록,2
2021-07-06,테스트 블럭,4
2021-07-06,폴백 블록,3
2021-07-06,학식,146
2021-07-07,도움말,29
2021-07-07,셔틀,3
2021-07-07,웰컴 블록,4
2021-07-07,폴백 블록,4
2021-07-07,학식,183
2021-07-08,도움말,20
2021-07-08,지하철 도착 정보,5
2021-07-08,학식,136
2021-07-09,도움말,54
2021-07-09,무인 복사기 및 서류발급,18
2021-07-09,셔틀,2
2021-07-09,스터디 공부장소,18
2021-07-09,시설,38
2021-07-09,웰컴 블록,8
2021-07-09,추천,2
2021-07-09,폴백 블록,2
2021-07-09,학식,141
2021-07-09,휴게실 및 의료지원센터,12
2021-07-10,도움말,6
2021-07-10,스터디 공부장소,2
2021-07-10,웰컴 블록,2
2021-07-10,폴백 블록,3
2021-07-10,학식,22
2021-07-11,피드백 관리,2
2021-07-11,학식,2
2021-07-12,날씨,2
2021-07-12,도움말,37
2021-07-12,셔틀,4
2021-07-12,웰컴 블록,6
2021-07-12,지하철 도착 정보,3
2021-07-12,테스트 블럭,2
2021-07-12,폴백 블록,6
2021-07-12,학식,142
2021-07-13,날씨,16
2021-07-13,도움말,56
2021-07-13,막차,2
2021-07-13,셔틀,13
2021-07-13,웰컴 블록,2
2021-07-13,지하철 도착 정보,9
2021-07-13,추천,6
2021-07-13,폴백 블록,38
2021-07-13,학식,413
2021-07-14,날씨,3
2021-07-14,도움말,35
2021-07-14,막차,3
2021-07-14,번호,2
2021-07-14,셔틀,5
2021-07-14,웰컴 블록,2
2021-07-14,지하철 도착 정보,78
2021-07-14,폴백 블록,13
2021-07-14,피드백 관리,2
2021-07-14,학식,139
2021-07-15,도움말,39
2021-07-15,셔틀,4
2021-07-15,폴백 블록,8
2021-07-15,학식,179
2021-07-16,날씨,7
2021-07-16,도움말,30
2021-07-16,셔틀,4
2021-07-16,웰컴 블록,2
2021-07-16,폴백 블록,6
2021-07-16,피드백 관리,9
2021-07-16,학식,153
2021-07-17,학식,28
2021-07-18,학식,4
2021-07-19,도움말,28
2021-07-19,셔틀,2
2021-07-19,식당 확인,2
2021-07-19,웰컴 블록,2
2021-07-19,지하철 도착 정보,2
2021-07-19,추천,2
2021-07-19,폴백 블록,3
2021-07-19,학식,151
2021-07-20,도움말,31
2021-07-20,폴백 블록,4
2021-07-20,학식,158
2021-07-21,도움말,30
2021-07-21,셔틀,3
2021-07-21,폴백 블록,6
2021-07-21,학식,138
2021-07-22,날씨,2
2021-07-22,도움말,40
2021-07-22,셔틀,2
2021-07-22,폴백 블록,9
2021-07-22,학식,222
2021-07-23,도움말,31
2021-07-23,셔틀,4
2021-07-23,폴백 블록,3
2021-07-23,학식,126
2021-07-24,도움말,4
2021-07-24,학식,23
2021-07-25,도움말,2
2021-07-25,학식,2
2021-07-26,도움말,25
2021-07-26,웰컴 블록,2
2021-07-26,폴백 블록,5
2021-07-26,학식,154
2021-07-27,도움말,34
2021-07-27,셔틀,2
2021-07-27,웰컴 블록,2
2021-07-27,폴백 블록,3
2021-07-27,피드백 관리,4
2021-07-27,학식,141
2021-07-28,도움말,25
2021-07-28,셔틀,2
2021-07-28,웰컴 블록,3
2021-07-28,추천,2
2021-07-28,학식,158
2021-07-29,날짜 입력,4
2021-07-29,도움말,21
2021-07-29,식단 등록-석식,4
2021-07-29,식단 등록-중식,4
2021-07-29,식당 확인,2
2021-07-29,코로나 확진자 수,2
2021-07-29,폴백 블록,4
2021-07-29,학식,149
2021-07-30,날씨,2
2021-07-30,도움말,26
2021-07-30,셔틀,2
2021-07-30,폴백 블록,4
2021-07-30,학식,150
2021-08-01,학식,2
2021-08-02,도움말,21
2021-08-02,셔틀,3
2021-08-02,시설,2
2021-08-02,지하철 도착 정보,5
2021-08-02,폴백 블록,6
2021-08-02,학식,127
2021-08-03,날씨,2
2021-08-03,도움말,22
2021-08-03,셔틀,2
2021-08-03,웰컴 블록,2
2021-08-03,폴백 블록,5
2021-08-03,학식,133
2021-08-04,교내공지,2
2021-08-04,도움말,36
2021-08-04,폴백 블록,2
2021-08-04,학식,140
2021-08-05,도움말,28
2021-08-05,폴백 블록,3
2021-08-05,학식,124
2021-08-06,도움말,36
2021-08-06,셔틀,2
2021-08-06,학식,159
2021-08-07,도움말,14
2021-08-07,웰컴 블록,2
2021-08-07,학식,31
2021-08-08,학식,2
2021-08-09,날짜 입력,8
2021-08-09,도움말,27
2021-08-09,셔틀,7
2021-08-09,식단 등록-석식,6
2021-08-09,식단 등록-중식,6
2021-08-09,식당 확인,5
2021-08-09,지하철 도착 정보,2
2021-08-09,폴백 블록,29
2021-08-09,피드백 관리,2
2021-08-09,학식,95
2021-08-10,도움말,29
2021-08-10,폴백 블록,4
2021-08-10,학식,134
2021-08-11,도움말,26
2021-08-11,폴백 블록,6
2021-08-11,학식,168
2021-08-12,날씨,4
2021-08-12,도움말,36
2021-08-12,셔틀,2
2021-08-12,웰컴 블록,2
2021-08-12,폴백 블록,3
2021-08-12,학식,141
2021-08-12,학식테스트,5
2021-08-13,도움말,41
2021-08-13,셔틀,5
2021-08-13,웰컴 블록,2
2021-08-13,폴백 블록,2
2021-08-13,학식,202
2021-08-14,셔틀,2
2021-08-14,피드백,4
2021-08-14,피드백 관리,8
2021-08-14,학식,21
2021-08-15,날씨,7
2021-08-15,날짜 입력,16
2021-08-15,도움말,9
2021-08-15,막차,9
2021-08-15,식단 등록-석식,16
2021-08-15,식단 등록-중식,15
2021-08-15,식당 확인,13
2021-08-15,지하철 도착 정보,18
2021-08-15,폴백 블록,6
2021-08-15,피드백,18
2021-08-15,피드백 관리,34
2021-08-15,학식,33
2021-08-15,학식 초기화,29
2021-08-16,날씨,28
2021-08-16,도움말,11
2021-08-16,막차,9
2021-08-16,지하철 도착 정보,4
2021-08-16,폴백 블록,2
2021-08-16,피드백,2
2021-08-16,피드백 관리,9
2021-08-16,학식,72
2021-08-17,도움말,15
2021-08-17,웰컴 블록,2
2021-08-17,지하철 도착 정보,4
2021-08-17,폴백 블록,2
2021-08-17,학식,103
2021-08-17,학식테스트,11
2021-08-18,도움말,15
2021-08-18,학식,87
2021-08-18,학식테스트,39
2021-08-19,도움말,14
2021-08-19,셔틀,2
2021-08-19,학식,82
2021-08-20,도움말,13
2021-08-20,식단 등록-석식,4
2021-08-20,식단 등록-중식,4
2021-08-20,식당 확인,2
2021-08-20,폴백 블록,2
2021-08-20,학식,67
2021-08-21,도움말,2
2021-08-21,웰컴 블록,9
2021-08-21,학식,13
2021-08-22,도움말,4
2021-08-22,학식,4
2021-08-23,날짜 입력,4
2021-08-23,도움말,10
2021-08-23,식단 등록-석식,2
2021-08-23,식단 등록-중식,4
2021-08-23,식당 확인,2
2021-08-23,학식,105
2021-08-24,도움말,15
2021-08-24,셔틀,2
2021-08-24,폴백 블록,2
2021-08-24,학식,71
2021-08-25,도움말,14
2021-08-25,폴백 블록,2
2021-08-25,학식,88
2021-08-26,날씨,2
2021-08-26,도움말,19
2021-08-26,학식,71
2021-08-27,도움말,20
2021-08-27,셔틀,2
2021-08-27,학식,83
2021-08-28,도움말,2
2021-08-28,셔틀,2
2021-08-28,학식,14
2021-08-29,학식,7
2021-08-30,도움말,16
2021-08-30,웰컴 블록,2
2021-08-30,학식,96
2021-09-01,도움말,47
2021-09-01,번호,2
2021-09-01,셔틀,12
2021-09-01,웰컴 블록,7
2021-09-01,폴백 블록,3
2021-09-01,학식,164
2021-09-02,도움말,36
2021-09-02,번호,4
2021-09-02,셔틀,6
2021-09-02,웰컴 블록,8
2021-09-02,폴백 블록,4
2021-09-02,학식,190
2021-09-03,도움말,33
2021-09-03,셔틀,12
2021-09-03,웰컴 블록,4
2021-09-03,지하철 도착 정보,2
2021-09-03,폴백 블록,7
2021-09-03,학식,158
2021-09-04,GetId,13
2021-09-04,도움말,12
2021-09-04,셔틀,5
2021-09-04,웰컴 블록,2
2021-09-04,폴백 블록,6
2021-09-04,학식,63
2021-09-05,도움말,4
2021-09-05,학식,10
2021-09-05,학식테스트,24
2021-09-06,날짜 입력,4
2021-09-06,도움말,44
2021-09-06,셔틀,10
2021-09-06,식단 등록-석식,4
2021-09-06,식단 등록-중식,4
2021-09-06,식당 확인,2
2021-09-06,웰컴 블록,2
2021-09-06,폴백 블록,8
2021-09-06,학식,211
2021-09-07,도움말,40
2021-09-07,셔틀,5
2021-09-07,웰컴 블록,3
2021-09-07,폴백 블록,7
2021-09-07,학식,185
2021-09-08,도움말,48
2021-09-08,셔틀,3
2021-09-08,웰컴 블록,4
2021-09-08,학식,224
2021-09-09,도움말,55
2021-09-09,셔틀,6
2021-09-09,웰컴 블록,7
2021-09-09,지하철 도착 정보,5
2021-09-09,폴백 블록,16
2021-09-09,학식,223
2021-09-10,도움말,46
2021-09-10,셔틀,11
2021-09-10,웰컴 블록,2
2021-09-10,추천,2
2021-09-10,폴백 블록,2
2021-09-10,학식,168
2021-09-11,도움말,6
2021-09-11,셔틀,2
2021-09-11,학식,38
2021-09-12,도움말,5
2021-09-12,학식,10
2021-09-13,도움말,45
2021-09-13,셔틀,8
2021-09-13,웰컴 블록,4
2021-09-13,폴백 블록,2
2021-09-13,학식,197
2021-09-14,도움말,51
2021-09-14,셔틀,6
2021-09-14,웰컴 블록,14
2021-09-14,폴백 블록,2
2021-09-14,학식,200
2021-09-15,도움말,73
2021-09-15,셔틀,4
2021-09-15,웰컴 블록,5
2021-09-15,추천,2
2021-09-15,폴백 블록,5
2021-09-15,학식,237
2021-09-16,날씨,2
2021-09-16,도움말,46
2021-09-16,셔틀,4
2021-09-16,추천,2
2021-09-16,폴백 블록,2
2021-09-16,학식,176
2021-09-17,도움말,41
2021-09-17,셔틀,9
2021-09-17,웰컴 블록,3
2021-09-17,지하철 도착 정보,4
2021-09-17,폴백 블록,5
2021-09-17,학식,140
2021-09-18,날씨,2
2021-09-18,도움말,8
2021-09-18,셔틀,2
2021-09-18,웰컴 블록,4
2021-09-18,학식,27
2021-09-20,학식,6
2021-09-21,학식,7
2021-09-22,도움말,6
2021-09-22,학식,14
2021-09-23,도움말,24
2021-09-23,웰컴 블록,3
2021-09-23,폴백 블록,3
2021-09-23,학식,131
2021-09-24,날짜 입력,6
2021-09-24,도움말,33
2021-09-24,셔틀,4
2021-09-24,식단 등록-석식,6
2021-09-24,식단 등록-중식,6
2021-09-24,식당 확인,3
2021-09-24,폴백 블록,2
2021-09-24,학식,151
2021-09-24,학식 초기화,9
2021-09-25,날씨,2
2021-09-25,도움말,18
2021-09-25,피드백,3
2021-09-25,학식,55
2021-09-26,도움말,4
2021-09-26,셔틀,2
2021-09-26,학식,16
2021-09-27,도움말,63
2021-09-27,셔틀,9
2021-09-27,식단 등록-석식,4
2021-09-27,식단 등록-중식,2
2021-09-27,식당 확인,2
2021-09-27,웰컴 블록,3
2021-09-27,폴백 블록,7
2021-09-27,학식,255
2021-09-28,날짜 입력,8
2021-09-28,도움말,69
2021-09-28,셔틀,5
2021-09-28,식단 등록-석식,10
2021-09-28,식단 등록-중식,10
2021-09-28,식당 확인,9
2021-09-28,웰컴 블록,3
2021-09-28,폴백 블록,12
2021-09-28,학식,271
2021-09-28,학식 초기화,4
2021-09-29,날짜 입력,6
2021-09-29,도움말,64
2021-09-29,셔틀,7
2021-09-29,식단 등록-석식,7
2021-09-29,식단 등록-중식,12
2021-09-29,식당 확인,7
2021-09-29,폴백 블록,5
2021-09-29,학식,268
2021-09-30,교내공지,2
2021-09-30,날씨,9
2021-09-30,날짜 입력,14
2021-09-30,도움말,141
2021-09-30,막차,4
2021-09-30,셔틀,17
2021-09-30,스터디 공부장소,6
2021-09-30,시설,3
2021-09-30,식단 등록-석식,15
2021-09-30,식단 등록-중식,14
2021-09-30,식당 확인,9
2021-09-30,웰컴 블록,64
2021-09-30,추천,17
2021-09-30,코로나 확진자 수,3
2021-09-30,폴백 블록,34
2021-09-30,학식,507
2021-09-30,휴게실 및 의료지원센터,2
2021-10-01,날씨,12
2021-10-01,날짜 입력,16
2021-10-01,도움말,161
2021-10-01,번호,2
2021-10-01,셔틀,37
2021-10-01,식단 등록-석식,16
2021-10-01,식단 등록-중식,18
2021-10-01,식당 확인,10
2021-10-01,웰컴 블록,76
2021-10-01,추천,12
2021-10-01,코로나 확진자 수,3
2021-10-01,폴백 블록,22
2021-10-01,학식,519
2021-10-01,후원,2
2021-10-02,도움말,24
2021-10-02,셔틀,6
2021-10-02,식단 등록-중식,6
2021-10-02,식당 확인,5
2021-10-02,웰컴 블록,8
2021-10-02,학식,113
2021-10-03,도움말,10
2021-10-03,셔틀,3
2021-10-03,웰컴 블록,4
2021-10-03,폴백 블록,2
2021-10-03,학식,33
2021-10-04,날씨,2
2021-10-04,날짜 입력,16
2021-10-04,도움말,58
2021-10-04,셔틀,7
2021-10-04,식단 등록-석식,16
2021-10-04,식단 등록-중식,17
2021-10-04,식당 확인,14
2021-10-04,웰컴 블록,6
2021-10-04,지하철 도착 정보,2
2021-10-04,폴백 블록,11
2021-10-04,학식,229
2021-10-04,학식 초기화,4
2021-10-05,날씨,4
2021-10-05,날짜 입력,6
2021-10-05,도움말,123
2021-10-05,셔틀,13
2021-10-05,식단 등록-석식,6
2021-10-05,식단 등록-중식,6
2021-10-05,식당 확인,6
2021-10-05,웰컴 블록,21
2021-10-05,추천,7
2021-10-05,코로나 확진자 수,2
2021-10-05,폴백 블록,13
2021-10-05,학식,405
2021-10-06,날씨,4
2021-10-06,날짜 입력,4
2021-10-06,도움말,122
2021-10-06,셔틀,14
2021-10-06,식단 등록-석식,6
2021-10-06,식단 등록-중식,6
2021-10-06,식당 확인,6
2021-10-06,웰컴 블록,4
2021-10-06,지하철 도착 정보,2
2021-10-06,폴백 블록,7
2021-10-06,학식,418
2021-10-07,날짜 입력,6
2021-10-07,도움말,92
2021-10-07,셔틀,5
2021-10-07,식단 등록-석식,6
2021-10-07,식단 등록-중식,5
2021-10-07,식당 확인,6
2021-10-07,웰컴 블록,3
2021-10-07,추천,2
2021-10-07,폴백 블록,6
2021-10-07,피드백 관리,2
2021-10-07,학식,343
2021-10-08,날씨,2
2021-10-08,날짜 입력,4
2021-10-08,도움말,85
2021-10-08,셔틀,15
2021-10-08,식단 등록-석식,4
2021-10-08,식단 등록-중식,4
2021-10-08,식당 확인,4
2021-10-08,웰컴 블록,6
2021-10-08,추천,2
2021-10-08,폴백 블록,4
2021-10-08,학식,305
2021-10-09,도움말,27
2021-10-09,셔틀,2
2021-10-09,식단 등록-중식,4
2021-10-09,식당 확인,2
2021-10-09,웰컴 블록,2
2021-10-09,학식,91
2021-10-10,도움말,8
2021-10-10,학식,21
2021-10-11,날짜 입력,8
2021-10-11,도움말,71
2021-10-11,셔틀,4
2021-10-11,식단 등록-석식,8
2021-10-11,식단 등록-중식,10
2021-10-11,식당 확인,7
2021-10-11,웰컴 블록,4
2021-10-11,폴백 블록,6
2021-10-11,학식,222
2021-10-12,날씨,4
2021-10-12,날짜 입력,6
2021-10-12,도움말,116
2021-10-12,셔틀,13
2021-10-12,식단 등록-석식,5
2021-10-12,식단 등록-중식,6
2021-10-12,식당 확인,6
2021-10-12,웰컴 블록,11
2021-10-12,추천,4
2021-10-12,폴백 블록,12
2021-10-12,학식,410
2021-10-12,후원,2
2021-10-13,날씨,2
2021-10-13,날짜 입력,7
2021-10-13,도움말,101
2021-10-13,번호,2
2021-10-13,셔틀,7
2021-10-13,식단 등록-석식,8
2021-10-13,식단 등록-중식,8
2021-10-13,식당 확인,7
2021-10-13,웰컴 블록,6
2021-10-13,폴백 블록,15
2021-10-13,학식,423
2021-10-14,날짜 입력,4
2021-10-14,도움말,91
2021-10-14,셔틀,3
2021-10-14,시설,2
2021-10-14,식단 등록-석식,4
2021-10-14,식단 등록-중식,4
2021-10-14,식당 확인,4
2021-10-14,웰컴 블록,7
2021-10-14,폴백 블록,15
2021-10-14,학식,413
2021-10-15,날짜 입력,4
2021-10-15,도움말,89
2021-10-15,셔틀,18
2021-10-15,식단 등록-석식,4
2021-10-15,식단 등록-중식,5
2021-10-15,식당 확인,6
2021-10-15,웰컴 블록,6
2021-10-15,폴백 블록,2
2021-10-15,학식,346
2021-10-16,날씨,2
2021-10-16,도움말,45
2021-10-16,셔틀,8
2021-10-16,식단 등록-중식,4
2021-10-16,식당 확인,4
2021-10-16,피드백 관리,3
2021-10-16,학식,129
2021-10-17,날씨,3
2021-10-17,도움말,12
2021-10-17,웰컴 블록,2
2021-10-17,학식,25
2021-10-18,날짜 입력,4
2021-10-18,도움말,118
2021-10-18,셔틀,13
2021-10-18,스터디 공부장소,3
2021-10-18,시설,4
2021-10-18,식단 등록-석식,5
2021-10-18,식단 등록-중식,4
2021-10-18,식당 확인,2
2021-10-18,웰컴 블록,9
2021-10-18,지하철 도착 정보,5
2021-10-18,추천,2
2021-10-18,폴백 블록,71
2021-10-18,학식,410
2021-10-18,행복,8
2021-10-18,후원,2
2021-10-18,휴게실 및 의료지원센터,4
2021-10-19,날씨,2
2021-10-19,날짜 입력,4
2021-10-19,도움말,132
2021-10-19,셔틀,5
2021-10-19,식단 등록-석식,4
2021-10-19,식단 등록-중식,4
2021-10-19,식당 확인,4
2021-10-19,웰컴 블록,10
2021-10-19,폴백 블록,34
2021-10-19,피드백 관리,3
2021-10-19,학식,477
2021-10-20,날씨,4
2021-10-20,도움말,206
2021-10-20,셔틀,9
2021-10-20,식단 등록-중식,2
2021-10-20,식당 확인,5
2021-10-20,웰컴 블록,14
2021-10-20,지하철 도착 정보,3
2021-10-20,폴백 블록,24
2021-10-20,학식,671
2021-10-21,날짜 입력,4
2021-10-21,도움말,105
2021-10-21,셔틀,6
2021-10-21,식단 등록-석식,4
2021-10-21,식단 등록-중식,4
2021-10-21,식당 확인,2
2021-10-21,폴백 블록,26
2021-10-21,학식,382
2021-10-22,날짜 입력,4
2021-10-22,도움말,73
2021-10-22,막차,2
2021-10-22,셔틀,8
2021-10-22,식단 등록-석식,4
2021-10-22,식단 등록-중식,4
2021-10-22,식당 확인,4
2021-10-22,웰컴 블록,4
2021-10-22,지하철 도착 정보,2
2021-10-22,코로나 확진자 수,2
2021-10-22,폴백 블록,8
2021-10-22,학식,251
2021-10-23,도움말,45
2021-10-23,셔틀,2
2021-10-23,웰컴 블록,2
2021-10-23,폴백 블록,22
2021-10-23,학식,143
2021-10-24,도움말,12
2021-10-24,학식,31
2021-10-25,날짜 입력,4
2021-10-25,도움말,94
2021-10-25,셔틀,4
2021-10-25,식단 등록-석식,2
2021-10-25,식단 등록-중식,2
2021-10-25,식당 확인,2
2021-10-25,웰컴 블록,5
2021-10-25,지하철 도착 정보,2
2021-10-25,추천,2
2021-10-25,폴백 블록,13
2021-10-25,학식,320
2021-10-26,날짜 입력,4
2021-10-26,도움말,108
2021-10-26,셔틀,7
2021-10-26,시설,2
2021-10-26,식단 등록-석식,4
2021-10-26,식단 등록-중식,4
2021-10-26,식당 확인,4
2021-10-26,웰컴 블록,6
2021-10-26,폴백 블록,8
2021-10-26,학식,354
2021-10-27,날씨,3
2021-10-27,날짜 입력,4
2021-10-27,도움말,118
2021-10-27,막차,2
2021-10-27,셔틀,15
2021-10-27,식단 등록-석식,4
2021-10-27,식단 등록-중식,4
2021-10-27,식당 확인,4
2021-10-27,웰컴 블록,6
2021-10-27,지하철 도착 정보,7
2021-10-27,폴백 블록,20
2021-10-27,피드백,2
2021-10-27,학식,343
2021-10-27,학식운영시간,32
2021-10-28,날짜 입력,4
2021-10-28,도움말,109
2021-10-28,셔틀,12
2021-10-28,식단 등록-석식,4
2021-10-28,식단 등록-중식,4
2021-10-28,식당 확인,5
2021-10-28,웰컴 블록,4
2021-10-28,폴백 블록,10
2021-10-28,학식,329
2021-10-28,학식운영시간,22
2021-10-29,도움말,73
2021-10-29,셔틀,6
2021-10-29,식단 등록-석식,4
2021-10-29,식단 등록-중식,4
2021-10-29,식당 확인,4
2021-10-29,웰컴 블록,2
2021-10-29,지하철 도착 정보,2
2021-10-29,폴백 블록,16
2021-10-29,학식,287
2021-10-29,학식운영시간,11
2021-10-30,도움말,13
2021-10-30,셔틀,2
2021-10-30,학식,60
2021-10-30,학식운영시간,2
